10000 9999
63 7836 9
64 107 10
64 377 7
65 185 10
65 370 5
65 441 5
65 1017 7
65 4416 3
65 5327 2
65 8373 3
66 108 4
66 320 9
66 3848 6
66 9204 4
67 112 9
67 161 9
67 792 4
67 803 10
67 1377 5
67 2647 8
68 117 2
68 154 1
68 1148 3
68 4628 2
69 100 4
69 104 9
69 219 7
69 366 10
69 457 9
69 489 6
69 3466 5
70 105 9
70 115 3
70 170 6
70 375 3
70 933 6
70 3800 7
70 4056 1
70 4456 9
70 6543 5
70 9658 8
70 9675 7
71 114 9
71 425 5
71 494 1
71 1449 6
71 4097 3
71 7392 4
72 433 9
72 673 9
72 1037 8
72 2241 10
72 4042 9
74 578 3
74 1583 7
74 3245 1
74 7760 2
75 92 6
75 122 2
75 140 5
75 290 8
75 1222 6
75 2133 10
75 3901 8
75 7170 4
75 7667 8
75 7946 3
76 223 5
76 331 10
76 662 4
76 1665 1
76 1934 6
77 111 4
77 1544 8
77 7467 1
78 109 6
78 264 8
78 1057 1
78 2125 2
79 199 4
79 4258 7
80 81 2
81 137 9
81 7586 6
82 135 7
82 625 2
82 1261 7
82 4237 6
83 143 9
83 192 4
83 207 1
83 284 2
83 429 3
83 595 1
83 849 10
84 132 9
84 190 10
84 726 7
84 2657 6
84 6052 4
84 6748 8
85 166 4
85 183 7
85 416 1
85 479 10
85 530 2
85 1117 2
86 90 6
86 123 7
86 1024 6
86 1760 10
86 1770 10
86 8856 3
87 329 3
87 340 6
87 784 1
87 1187 4
87 2423 7
87 5610 3
88 141 5
88 227 4
88 464 4
88 747 8
88 7276 7
89 531 6
89 882 9
89 1392 7
89 2285 9
89 4304 9
90 97 2
90 173 5
90 177 8
90 194 7
90 288 3
90 739 3
90 1043 8
90 4897 9
90 5309 4
90 9956 9
91 124 4
91 909 10
91 1993 9
91 4900 7
92 118 2
92 4529 10
93 116 8
93 538 10
93 6425 10
93 7919 7
93 7937 1
94 906 4
94 2040 2
94 3227 5
95 126 2
95 200 9
95 1223 1
95 1945 4
95 2539 10
95 3708 1
96 536 1
96 1461 4
96 3126 2
97 133 8
97 532 9
97 593 8
97 630 1
97 712 2
97 1537 9
97 3925 8
98 786 3
98 4464 4
98 7120 4
100 106 9
100 4498 5
100 5803 6
101 497 10
101 516 7
102 144 4
102 245 5
102 400 2
102 480 9
102 523 3
102 6037 7
102 7081 6
103 119 4
103 129 1
103 448 6
103 2908 4
104 139 8
104 196 9
104 205 8
104 242 9
104 341 5
104 413 2
105 241 8
105 276 1
106 113 1
106 265 3
106 327 10
106 528 9
106 896 1
106 1181 5
107 343 9
107 744 4
107 1567 2
107 2648 8
107 5004 7
108 142 1
108 255 9
108 321 4
108 398 1
108 561 2
108 597 8
108 663 8
108 829 1
108 4389 1
108 4553 8
108 6613 1
108 9264 10
109 150 2
109 220 6
109 1501 4
109 7568 8
110 481 7
110 589 2
110 871 5
110 916 5
110 2350 8
111 519 9
111 649 8
111 1466 1
111 1694 6
111 3883 8
111 7096 8
111 7231 9
111 9520 8
112 147 5
112 230 3
112 262 3
112 303 6
112 967 9
112 3410 4
112 9543 8
113 218 8
113 263 9
113 608 4
113 834 4
113 1523 4
114 164 5
114 208 8
114 540 8
114 549 8
115 120 2
115 209 1
115 214 6
116 159 1
116 4292 4
116 4314 7
117 469 8
117 1276 5
117 1891 7
117 9922 5
118 1241 3
118 1671 7
119 680 2
119 1342 3
119 1408 10
119 1811 4
119 2069 9
119 3826 4
119 9109 5
120 121 2
120 197 7
120 279 2
120 1930 6
120 5276 3
120 8657 7
121 3059 5
122 1078 5
122 1397 1
122 1713 2
122 4016 10
122 8668 3
123 145 6
123 155 5
123 654 10
123 1370 6
123 3449 3
124 451 4
124 2865 6
125 152 3
125 1140 1
125 9958 2
126 599 9
126 937 8
126 1176 9
126 3032 1
126 5668 2
126 5686 3
127 419 5
128 221 2
128 509 3
129 149 1
129 316 10
129 390 8
129 443 3
129 1178 10
129 2063 7
129 3893 1
130 423 4
130 2362 10
131 148 9
131 266 2
131 1015 2
131 6118 4
132 233 1
132 1012 10
132 6050 4
132 7694 4
133 412 9
133 1019 6
133 1956 1
133 5572 4
134 7996 7
135 337 5
135 1813 6
136 224 1
136 309 10
136 836 5
137 186 10
137 346 10
137 1848 6
137 4450 1
137 5028 3
137 7264 9
138 1334 3
138 7769 8
139 228 4
139 1734 3
139 3851 9
140 158 3
140 459 10
140 810 3
141 206 6
141 1519 7
141 4751 2
142 168 3
142 490 4
142 521 9
142 557 9
142 1382 8
143 1172 3
143 6739 1
144 222 1
144 237 6
144 246 9
144 787 8
144 957 8
144 2662 2
145 269 4
145 684 1
145 841 10
145 1990 2
146 174 9
146 304 8
146 1321 4
146 1528 1
147 202 3
147 234 3
147 411 3
147 583 8
147 672 5
147 864 9
147 1343 8
147 8894 1
147 9061 3
148 232 7
148 919 2
148 3419 10
148 7288 7
149 169 10
149 187 1
150 505 5
150 1416 6
150 2511 4
151 362 3
151 4758 4
151 9516 5
152 688 9
152 1331 4
153 212 9
153 447 1
153 517 1
153 704 4
153 9822 9
154 395 4
154 584 1
154 617 2
154 1236 9
155 292 2
155 1784 10
155 2116 5
155 2906 6
156 162 1
156 325 4
156 456 6
156 796 6
156 4496 2
156 7277 8
157 581 9
157 992 7
157 1751 8
157 1880 6
157 2783 4
157 4515 8
158 176 9
158 300 4
158 865 3
158 1774 6
158 3729 7
159 251 5
159 446 3
159 1179 6
159 1759 2
159 1867 4
159 3134 5
159 3690 4
159 9494 7
160 2871 5
161 165 9
161 231 7
161 766 7
161 1693 8
161 3177 7
161 7733 4
163 201 3
163 351 8
163 372 10
163 1132 9
163 1923 6
163 2172 2
163 8940 7
164 274 2
165 181 3
165 575 6
165 676 9
165 2126 10
166 272 5
166 942 3
166 5102 8
167 314 2
167 553 3
167 2173 1
168 179 2
168 267 3
168 7494 7
169 350 6
169 357 9
169 939 6
169 1070 10
169 2749 8
169 9720 5
169 9754 6
170 204 8
170 973 3
170 6436 8
171 236 8
171 548 8
171 1262 8
171 3236 9
171 4452 3
172 287 2
172 463 10
172 512 8
172 529 6
172 579 9
172 1221 8
172 8061 6
173 203 9
174 298 10
174 299 10
174 369 2
174 1076 8
174 1604 5
174 3088 9
175 1530 8
175 5930 4
175 7847 8
175 8608 8
176 324 7
176 1927 9
177 335 8
177 356 9
177 439 4
177 562 2
177 1158 2
177 3463 6
177 5450 3
177 7646 7
178 5912 9
180 198 5
180 660 1
180 761 9
180 6790 4
181 253 8
181 319 10
181 817 3
181 905 3
181 1006 5
181 1243 8
181 2105 6
182 2679 4
183 570 10
183 2178 8
183 2958 3
184 417 2
184 894 6
185 845 10
185 4692 1
185 6849 8
186 1077 7
186 2688 1
186 9146 6
187 1479 2
187 1721 7
188 559 8
189 760 4
189 1074 4
189 1192 5
189 1233 9
189 1452 5
189 4983 7
190 277 7
190 345 1
190 563 2
190 1326 1
190 3567 4
191 226 7
191 472 4
192 268 1
192 573 1
192 604 5
192 1045 10
192 8968 7
193 426 6
193 912 2
193 3632 9
193 9682 6
194 243 7
194 318 7
194 354 4
194 388 2
194 641 8
194 759 3
194 1448 1
194 9099 10
195 326 8
195 696 10
195 767 9
195 800 10
195 2356 1
196 4962 7
196 8291 10
197 247 5
197 586 4
197 9237 10
198 774 4
198 8771 7
199 772 3
199 1526 6
199 2995 5
199 3426 6
199 5401 9
200 1008 2
200 3212 5
200 4746 9
200 4828 4
200 6145 2
201 5092 2
201 8467 8
201 8853 4
201 9569 6
202 361 2
202 1906 7
202 2829 3
202 8499 9
203 7517 1
203 8740 9
204 716 9
204 854 5
204 1701 1
205 709 3
205 2016 4
205 3381 4
205 5115 1
205 6178 4
206 216 3
206 2098 5
206 4387 10
206 7281 7
207 275 9
207 1836 5
207 6432 4
207 6662 3
207 8670 6
208 225 3
208 273 2
208 382 2
208 685 5
208 4448 5
208 4783 6
208 6660 1
209 1318 9
209 4499 9
210 637 6
210 2026 9
210 2557 10
211 317 4
211 2877 9
212 3387 2
213 498 3
213 675 8
213 1551 4
213 1718 6
214 278 10
214 757 8
214 1822 1
214 5110 2
215 1677 1
215 8735 6
216 323 9
216 467 6
216 2364 10
217 819 4
217 5750 2
218 1972 10
218 2666 9
219 328 9
219 2043 8
219 3031 8
219 3816 4
220 257 1
220 378 2
220 4742 9
220 5774 2
221 762 10
221 991 2
221 1732 3
222 442 1
222 2664 3
222 7375 4
223 258 7
223 322 9
223 902 2
223 993 3
223 1256 8
223 2265 8
223 2684 6
223 6778 5
224 310 9
224 474 7
224 3130 10
224 3418 8
224 5869 7
224 7356 6
225 238 6
225 486 2
225 613 6
225 3758 5
225 9503 5
226 504 4
226 713 4
226 931 7
227 1360 9
227 9504 6
227 9664 9
228 381 2
228 923 10
228 4767 7
228 8310 10
229 733 9
230 239 8
230 1445 5
230 2184 2
230 5343 8
231 596 9
231 661 3
231 1749 7
231 9287 3
232 254 8
232 2996 4
233 313 5
233 4552 5
233 8458 4
234 330 2
234 1969 2
234 6034 6
235 1200 6
235 3749 7
235 6074 5
236 877 8
236 5144 8
236 7989 9
237 260 9
237 307 5
238 306 4
238 638 10
238 732 3
238 940 7
238 1300 4
239 250 9
239 702 5
239 1191 6
239 4835 2
239 8949 10
240 1400 8
240 1823 9
240 1975 4
240 6431 10
241 612 3
241 1368 6
241 4216 7
241 5395 5
242 349 6
242 678 9
243 285 2
243 409 7
243 897 7
243 1620 1
243 6273 3
243 8252 5
244 256 7
244 1248 2
244 3490 8
244 7069 1
244 7150 10
245 383 4
245 691 1
245 872 2
245 1619 7
245 3014 5
246 352 5
246 2006 7
246 3074 1
246 4797 10
246 7545 4
247 812 6
247 5341 10
247 6191 5
249 408 6
249 681 4
249 698 3
249 837 7
249 2406 4
249 4362 1
250 312 6
250 452 5
250 564 1
250 646 8
250 725 4
250 2307 9
250 5922 1
252 527 7
252 5005 9
252 5645 9
252 9424 1
253 8725 10
254 788 7
254 1948 4
254 2074 10
254 2699 4
254 4145 8
255 8079 5
256 545 2
256 574 5
256 768 9
256 2247 6
257 514 4
257 1022 6
257 1794 5
257 5412 4
257 7488 10
258 283 7
258 311 10
258 1021 2
258 1124 8
258 1322 8
258 1489 4
258 1615 10
258 2240 7
258 2592 8
258 8277 5
259 1162 1
259 2450 6
259 8187 2
260 1102 4
260 6141 5
261 515 3
261 6690 10
262 297 7
262 2884 10
262 4944 5
263 587 9
263 852 5
263 958 7
264 610 8
264 655 6
264 878 5
264 895 8
264 1044 8
264 2974 7
264 4641 7
264 9753 1
265 358 2
265 2400 1
265 6048 5
265 6402 4
266 286 9
266 333 4
266 592 6
266 926 8
266 1145 8
266 1486 2
266 1729 6
266 7443 9
266 7741 9
267 565 4
267 1056 9
267 1183 3
267 1520 5
267 1569 1
267 3714 9
267 5274 7
267 7153 8
268 315 6
268 795 6
269 293 2
269 453 3
269 542 7
269 580 1
269 1870 4
269 2551 9
269 4150 10
269 5185 1
269 6198 6
270 360 5
270 465 3
270 628 1
270 1268 5
270 5254 7
271 840 1
271 1446 1
272 355 9
272 396 3
272 873 7
272 1018 1
272 2192 4
272 3363 6
272 6243 7
273 301 2
273 1372 1
273 3355 5
273 3663 1
274 282 1
274 421 9
274 1208 8
274 3203 6
275 2208 6
276 495 4
276 1215 5
276 1547 3
276 2991 3
276 8488 3
277 473 5
277 1265 6
278 393 1
278 835 2
278 1365 6
279 1655 7
279 2121 4
280 484 4
280 934 10
281 294 5
281 461 9
282 387 2
282 615 4
282 9693 2
283 1347 9
283 7766 5
283 8627 2
284 664 6
285 493 8
285 642 2
285 706 2
285 1099 3
285 1897 8
285 5849 9
286 616 6
286 679 2
286 2928 1
286 5169 4
286 8334 8
287 1157 4
287 5033 4
287 5099 6
288 339 2
288 605 6
288 1447 4
288 6263 5
289 7318 5
290 1739 3
290 3497 1
291 801 2
291 1130 4
291 6314 7
292 1105 7
292 1941 2
293 658 5
293 859 2
293 1314 9
293 2373 10
293 4027 9
293 4495 5
294 430 5
294 3269 7
294 6217 2
294 6440 2
294 8004 7
295 431 2
295 5654 8
297 988 6
297 2956 5
297 3197 4
297 5544 8
298 308 6
298 2809 3
299 391 5
299 971 1
299 1589 2
299 7114 3
299 8656 6
300 745 9
300 3506 8
300 6868 5
300 6971 8
301 607 9
301 798 2
301 1131 10
301 1156 8
302 1063 6
302 1965 8
302 5902 8
303 1073 10
303 1929 9
303 3682 9
303 7460 3
304 438 3
304 1978 3
305 543 7
305 1093 10
306 2300 1
306 7477 4
307 1398 6
307 8835 8
307 9627 1
308 1918 3
308 2348 10
308 3187 5
309 363 2
309 644 10
309 3423 3
309 3812 1
310 500 9
310 1810 8
311 4181 7
312 648 6
312 5187 7
312 8307 7
313 342 5
313 715 4
313 2128 2
313 4468 1
313 4724 6
314 365 6
314 524 3
314 5703 9
314 8249 2
315 492 6
315 2046 1
315 7143 9
316 938 7
316 1108 8
316 1337 1
316 2585 1
316 3168 7
317 556 4
317 1540 2
317 1915 7
318 670 7
318 5314 5
318 7071 9
319 3589 9
319 3645 4
320 496 1
320 2574 4
320 3380 5
320 8630 7
321 1030 8
321 5362 1
322 1134 9
322 4218 9
322 5357 6
323 569 7
323 1808 7
323 2345 10
323 4437 4
324 440 7
324 488 1
324 3022 3
324 6438 2
324 7236 3
324 8110 10
325 405 4
325 650 7
325 824 8
325 1143 7
325 1659 9
325 6916 1
325 9744 6
326 353 5
326 403 10
326 520 6
326 3465 2
327 1060 9
327 4163 8
327 7683 4
328 754 8
328 831 6
329 547 5
329 961 2
329 6610 4
329 9621 8
330 478 4
330 731 5
330 972 3
330 2151 7
330 8840 10
331 626 1
331 2401 10
331 2769 10
331 3439 9
332 406 7
332 444 5
332 735 10
332 2370 3
332 3103 5
333 1719 2
333 2567 4
333 8151 1
334 347 9
334 3624 1
334 4183 8
335 544 9
335 773 5
335 1033 9
335 1092 3
335 2802 6
335 5855 8
335 8202 2
336 535 10
336 3544 2
336 5218 8
337 404 6
337 436 4
337 930 10
337 1096 4
337 2604 6
337 2891 10
337 4995 6
338 389 10
338 1385 10
338 1491 10
338 4208 10
339 1821 4
340 1054 8
340 3707 3
340 3767 6
340 5931 4
340 6906 1
341 822 9
341 4875 3
341 5230 3
341 5878 7
342 437 1
342 1002 5
342 2217 9
342 3491 8
342 8777 3
343 367 10
343 941 5
343 1480 10
344 1556 1
344 2599 9
344 3732 10
345 775 6
345 978 10
345 1409 4
345 5290 4
345 6415 6
345 8513 10
346 511 4
346 2199 8
346 5137 8
346 6518 4
347 368 3
348 402 6
348 1781 1
349 1182 1
349 3120 8
349 6397 3
350 818 2
350 9346 4
351 420 4
351 826 1
351 2034 7
351 3995 10
352 373 9
352 502 5
352 703 2
352 5906 3
353 2223 6
353 9671 2
354 485 8
354 4904 3
354 6038 7
355 1407 10
356 506 3
356 989 10
356 1552 4
356 5928 8
356 6203 3
357 823 10
357 1954 8
357 2117 2
358 380 6
358 475 6
358 770 10
358 1783 3
358 2302 6
358 2493 10
359 1453 10
359 5791 7
360 629 3
360 1205 3
360 1888 9
361 3591 9
362 869 3
363 1357 6
363 1727 4
363 2992 3
363 8296 2
364 1142 2
364 2311 8
364 4535 3
365 5158 7
366 656 4
366 915 4
366 1825 8
366 9469 5
366 9709 5
367 466 6
367 881 9
367 1119 5
367 3322 2
367 4345 2
367 4451 4
367 8339 3
368 2735 5
368 3828 5
368 4722 5
368 5868 1
369 752 8
369 855 2
369 1103 2
369 3938 2
370 470 2
370 1402 7
370 2157 7
370 2337 6
370 6136 9
371 2273 2
371 6285 1
371 7145 2
372 9875 8
373 1040 6
373 2367 2
373 3304 5
374 455 1
374 554 8
374 722 4
374 980 6
374 5088 7
375 510 5
375 640 5
375 730 5
375 799 10
375 2712 9
376 1367 8
376 7139 8
377 945 8
377 1149 6
378 622 3
378 1393 3
378 1645 6
379 410 1
379 418 2
379 468 2
379 779 1
379 1193 9
379 6700 1
380 960 8
380 8256 10
381 651 3
381 778 3
382 399 10
382 3804 10
383 435 8
383 2354 5
383 2442 8
384 1492 2
385 1097 1
385 1866 9
385 3067 2
385 5182 2
385 6888 6
385 8671 2
386 558 8
386 621 7
386 8039 3
387 2343 7
387 5180 6
387 6464 4
388 428 1
388 2661 4
388 2793 7
388 9426 7
389 687 2
389 776 8
389 789 3
389 883 5
389 4793 9
389 6133 6
389 7014 9
390 1332 6
390 1777 10
390 1800 3
390 1911 9
390 5087 5
391 996 5
391 1252 4
391 3919 9
391 9371 3
392 606 6
392 3810 5
392 8041 10
393 1762 10
393 2452 7
393 3028 5
393 5010 4
393 5359 8
394 471 3
394 631 10
394 1345 10
394 2224 6
394 2385 2
394 6525 7
395 1317 3
395 1714 4
395 8362 6
397 1319 5
397 2864 7
397 8809 6
398 1974 5
398 3062 1
398 8083 6
398 8124 4
399 911 6
399 1338 4
399 2485 6
399 2850 4
400 2930 7
400 7302 1
402 522 3
402 839 6
402 1369 9
402 1388 8
402 3369 2
402 5885 8
403 875 7
403 981 1
403 1514 8
403 1617 7
403 5411 4
403 8652 10
404 899 6
404 1315 3
404 1738 5
404 3173 6
404 5220 3
404 5310 10
405 2308 10
405 2825 4
405 7202 3
406 851 5
406 1163 6
406 1585 5
406 3085 7
406 4932 2
406 5189 5
407 449 8
407 458 6
407 668 10
407 1041 10
407 1168 3
407 2005 6
407 2017 4
407 2321 7
407 7384 6
408 756 3
408 9497 4
409 632 4
409 1431 6
410 692 2
410 861 9
411 3983 2
411 6568 10
412 4284 2
412 4421 2
413 729 6
413 3234 2
414 571 5
414 657 9
414 3211 3
414 6255 5
415 890 10
415 898 4
415 3317 6
416 2497 5
416 6717 4
417 802 2
417 965 8
417 1304 9
417 2454 8
417 4265 4
417 5022 3
418 445 7
418 546 8
418 2675 3
418 3347 4
418 8957 7
419 682 3
419 1028 1
419 5371 8
419 9943 7
420 624 3
420 633 3
420 753 8
420 2862 10
420 7932 3
421 1186 5
421 1207 3
421 3467 9
422 462 10
422 2145 10
422 3367 6
423 3515 7
423 6338 3
423 6602 10
424 503 4
424 1674 2
424 8270 2
424 8568 7
425 525 10
425 700 1
425 3353 2
426 1876 9
426 3257 5
426 4413 8
426 4574 2
427 450 8
427 1295 5
427 1845 5
428 4372 3
429 714 1
429 1629 8
429 2963 4
430 6707 2
430 7221 8
430 7254 2
431 665 3
431 738 1
431 1210 9
431 3078 6
431 4050 3
432 1062 5
432 1100 8
432 5322 6
433 1153 6
433 5211 4
434 1064 3
435 508 2
436 951 4
436 983 10
436 7018 1
437 491 4
438 4694 8
439 825 5
439 4830 2
439 9920 6
440 539 4
440 889 7
441 1280 7
441 1558 9
441 2673 10
441 4718 5
442 623 7
442 935 10
442 1088 6
442 1271 5
443 2379 1
443 2634 7
443 9402 8
444 635 8
444 2193 4
444 2328 6
445 1278 6
445 1470 2
445 2070 8
445 2084 3
446 1218 2
446 1771 2
446 5470 5
447 867 1
447 2390 3
447 2715 6
448 454 3
448 4917 2
449 1637 8
449 2926 4
450 848 1
450 2144 2
450 6043 9
452 813 6
452 1405 4
453 1834 5
454 2467 4
455 1426 4
455 2578 8
455 4085 4
456 743 6
456 1013 3
456 3240 6
457 1548 10
457 2709 2
457 4161 4
457 6677 9
458 884 3
458 2316 1
458 2477 8
458 5157 2
458 9068 4
459 567 7
459 1152 6
459 1155 10
459 1361 7
459 1399 8
460 4070 3
460 5673 8
461 1109 7
461 1201 5
461 6024 4
461 6783 3
462 582 3
462 1767 9
462 4946 1
463 1306 7
463 1309 1
463 2250 2
463 3926 10
463 4853 10
465 647 2
465 986 7
466 2484 7
466 3332 9
467 555 1
467 7794 2
468 1829 6
468 6917 6
469 1169 6
469 1575 3
469 4035 3
469 4543 5
469 6407 1
470 526 5
470 666 6
471 1588 9
471 2018 10
472 2579 4
472 3026 4
472 3718 2
473 2142 10
473 2474 2
473 4519 9
473 8753 3
474 1067 1
474 1114 4
474 1297 10
474 3569 2
475 483 2
475 572 7
475 4191 8
475 6380 10
476 1509 3
476 3664 5
476 9418 1
477 501 10
477 2042 4
477 2542 1
478 907 10
478 1699 4
478 2815 4
478 6297 5
478 7140 3
479 1630 8
479 3294 5
479 3576 2
479 4025 10
479 4038 7
479 6421 7
480 1110 10
480 1237 1
480 1787 7
480 2833 3
480 3285 3
480 3997 8
480 4593 2
480 5432 4
481 603 3
481 667 8
481 9928 1
483 6310 2
484 614 8
484 764 9
484 777 3
484 1580 7
484 2692 1
484 3214 5
485 863 5
485 1234 1
485 6251 7
486 805 5
486 858 5
486 7213 10
487 1323 5
487 2907 7
487 5660 2
488 534 10
489 4206 8
489 9818 4
490 1459 3
490 1639 7
491 551 5
491 1851 8
491 1895 2
492 946 10
492 1371 2
492 1938 10
493 1685 7
494 6834 2
495 2463 1
496 821 4
496 1299 3
496 2531 2
496 6479 8
497 499 10
497 5208 9
498 900 2
498 3910 3
499 590 5
499 994 2
499 3513 3
499 4710 1
499 9821 8
500 804 4
500 1184 8
500 2588 5
500 3808 8
501 1283 7
501 1584 10
501 2784 7
501 2806 1
501 7327 7
502 707 2
502 1091 3
502 4144 8
503 928 1
503 1608 7
503 2052 8
503 2314 8
503 2676 9
504 1663 5
504 1850 9
504 6565 10
505 1716 4
505 1799 5
505 2232 7
505 4470 9
505 6755 8
505 6987 7
505 8374 7
506 741 8
506 1120 10
506 1745 10
506 2294 2
506 2444 4
506 2780 2
507 1483 7
507 3502 5
508 2323 3
508 5489 8
509 4652 4
510 2609 7
510 5828 9
510 6485 10
511 566 1
511 4842 8
512 652 4
512 2757 3
512 3564 10
512 6701 4
513 1084 10
513 2885 5
513 6920 7
514 950 10
514 999 9
514 1230 4
514 1354 7
515 748 8
515 1254 6
515 3215 5
515 6361 10
516 970 1
516 1329 5
516 1502 10
516 2147 2
516 3555 2
516 3716 3
516 6626 1
516 7742 5
517 1578 5
517 1916 2
518 601 6
518 1154 1
519 1059 1
519 1429 10
520 929 1
520 1307 9
520 1527 9
520 4324 9
521 5981 9
522 576 6
522 671 8
522 719 1
522 2021 8
522 7412 8
522 9345 7
523 690 8
523 1363 5
524 708 6
524 1095 5
524 2479 10
525 659 10
525 1750 8
525 3396 10
525 4763 2
526 891 6
526 977 8
526 1081 6
527 2431 7
527 8718 10
528 2278 7
528 3327 10
528 7630 5
529 908 10
530 3102 10
531 618 1
531 2665 1
531 3477 2
531 8597 6
532 627 4
533 1244 10
533 2687 5
534 781 5
534 1263 5
534 2743 9
535 1164 9
535 1865 6
535 8601 1
535 9235 8
536 880 9
536 1477 5
536 1968 5
536 7820 3
536 8359 9
537 2226 7
538 2230 2
538 7383 9
540 887 2
540 920 7
540 8377 10
541 2140 9
541 2231 5
541 3226 10
542 953 7
542 1111 10
542 2267 8
542 2739 10
543 1301 1
543 2045 4
544 2642 10
544 4167 8
544 5919 7
545 903 8
545 2062 9
545 7686 2
545 9182 5
546 697 7
546 1023 7
546 1115 3
546 2558 5
546 3692 9
546 9673 4
547 1240 8
547 6809 10
547 9670 2
548 1603 1
548 1885 9
548 2028 3
548 5994 9
548 7541 2
