1000 999
74 398 3
74 789 8
75 76 5
75 84 1
75 259 6
76 295 7
76 331 8
77 307 1
77 510 1
78 157 7
78 192 10
78 352 2
79 190 1
79 567 2
80 425 5
82 561 6
82 666 2
82 723 9
84 102 10
85 120 6
85 316 10
85 611 2
86 183 9
86 342 3
86 624 1
87 89 1
87 194 9
88 273 9
88 736 9
88 827 1
88 963 6
88 975 10
89 94 8
89 177 5
89 415 2
89 625 7
90 470 3
90 516 5
91 324 9
91 796 10
92 351 10
92 657 4
94 105 6
94 146 10
94 261 10
94 493 5
94 826 10
95 395 2
96 288 9
96 642 7
96 951 3
97 123 2
97 181 8
97 749 7
97 751 6
98 165 6
98 224 8
99 297 3
99 343 1
99 785 6
101 480 8
101 501 5
102 524 10
102 817 3
103 144 4
103 485 2
104 156 9
104 529 9
105 160 10
106 651 8
107 310 5
109 121 9
109 349 5
109 848 4
109 878 1
111 168 4
111 735 1
112 128 6
112 402 8
113 207 2
113 401 4
113 839 3
114 253 7
114 411 2
115 139 5
115 147 1
115 185 5
116 126 2
116 218 3
116 306 7
116 482 9
117 359 2
119 133 6
119 135 4
119 187 4
119 197 3
121 698 9
121 741 1
122 153 10
122 417 8
125 189 5
126 626 8
128 195 7
128 908 7
128 937 4
129 143 8
129 178 5
129 305 9
129 714 8
129 861 6
130 149 3
131 150 4
131 382 7
131 509 2
132 412 2
133 675 6
135 211 6
136 572 3
137 227 6
137 234 8
137 269 7
138 220 8
138 283 10
138 983 5
140 266 1
140 835 7
142 314 4
142 330 3
142 704 5
142 722 8
142 790 4
143 370 4
144 557 3
144 662 10
144 874 7
145 432 4
145 441 2
146 159 5
146 164 8
146 318 6
146 685 7
147 206 4
147 897 6
148 175 1
148 203 2
150 248 8
151 500 9
151 639 9
153 230 1
153 340 10
154 252 4
154 414 9
154 424 10
155 753 10
156 188 6
156 562 6
158 221 9
158 264 10
158 371 8
158 836 2
159 256 6
160 518 8
160 634 5
161 268 9
161 277 3
162 217 9
162 223 10
162 237 6
162 884 5
163 219 3
163 245 3
164 260 1
164 329 7
164 334 5
165 173 1
165 650 9
166 426 3
166 466 7
166 512 3
167 476 8
167 616 6
167 676 9
168 643 8
169 298 10
169 795 5
172 198 4
172 199 3
172 386 3
173 231 9
174 436 10
174 504 4
174 610 4
174 978 1
175 447 1
176 361 3
177 369 6
177 397 1
177 606 2
178 333 6
179 262 8
179 822 4
180 409 4
180 434 2
180 918 3
181 474 9
181 534 10
181 809 4
181 855 3
182 242 6
182 869 8
183 215 5
184 355 4
184 511 6
185 204 1
185 374 4
185 725 4
186 196 7
186 332 2
187 193 5
187 265 8
187 396 4
187 463 3
188 232 10
188 243 1
189 216 8
189 547 6
189 892 9
190 210 3
190 263 1
190 372 5
190 521 6
191 201 9
191 864 1
192 251 9
192 600 7
193 813 3
193 865 6
194 387 10
194 403 10
195 453 4
195 495 9
195 640 7
196 240 9
196 270 7
196 271 6
196 345 4
196 607 10
197 244 8
198 578 10
199 229 3
199 987 8
200 304 4
200 335 4
202 612 9
203 558 4
204 433 1
204 699 5
205 285 9
205 582 9
206 278 6
206 429 2
207 212 7
207 691 6
208 301 9
209 467 4
210 845 3
210 939 10
212 551 7
213 339 2
213 844 4
213 896 7
214 513 2
214 766 2
215 505 1
215 537 10
215 860 5
215 887 1
217 448 5
217 919 10
219 573 4
221 347 10
222 465 6
222 583 10
223 320 1
223 787 6
224 358 9
227 228 4
227 460 3
228 279 7
228 548 8
229 276 5
229 428 1
230 683 3
231 321 4
231 323 8
231 579 7
233 658 10
233 888 1
234 472 6
235 378 8
235 930 2
236 423 4
236 792 9
237 258 2
239 274 6
239 782 5
239 903 10
240 247 1
240 388 6
240 473 1
241 419 2
241 915 5
242 362 9
243 292 3
244 327 10
244 731 9
244 754 3
245 257 5
245 488 7
245 525 4
245 563 8
245 871 7
245 881 9
249 325 2
250 544 8
252 726 10
253 383 9
253 677 1
254 410 9
254 601 9
255 630 10
255 781 1
256 468 9
256 519 6
257 399 2
257 1000 2
259 528 5
260 360 5
260 368 4
262 308 9
264 280 7
264 526 6
264 764 8
264 850 9
264 948 1
265 496 4
266 492 6
267 913 5
268 922 3
271 381 8
275 357 9
275 430 5
275 943 3
277 309 8
277 489 7
277 549 2
279 494 9
280 408 8
281 724 8
282 299 8
282 322 9
282 380 7
282 868 3
283 338 10
283 450 8
284 294 6
284 377 10
285 350 8
285 487 1
285 663 4
286 776 1
287 289 8
287 315 4
287 341 3
287 364 4
287 385 6
287 459 10
288 559 10
289 615 3
289 858 9
291 556 7
292 356 6
292 406 10
293 589 5
293 644 5
296 405 10
297 393 5
298 895 10
298 947 8
299 875 6
301 712 7
302 379 2
303 477 1
303 484 2
303 721 3
305 427 8
305 461 8
306 440 3
306 886 3
306 890 2
307 716 4
308 353 4
308 392 8
309 413 10
309 490 2
309 661 1
310 574 6
311 312 2
311 486 10
314 720 2
315 422 4
317 375 7
317 621 9
317 632 3
319 391 6
319 394 6
319 681 6
320 794 2
321 475 7
321 665 10
322 599 8
323 531 5
324 604 9
325 457 6
325 996 7
327 742 6
328 337 1
328 575 6
328 696 3
329 373 2
331 584 8
331 925 9
332 846 2
332 993 10
333 365 9
333 838 7
334 929 6
335 585 3
337 671 5
338 451 8
339 933 6
340 535 9
342 629 5
344 592 9
345 416 3
345 678 6
346 390 10
347 366 8
348 637 2
350 641 1
351 580 1
352 594 9
353 456 10
354 407 6
356 483 6
356 768 9
358 733 8
360 527 3
360 623 7
361 506 5
362 812 10
363 455 1
363 798 10
363 883 1
364 438 3
364 536 3
364 586 5
369 421 1
369 454 8
371 533 1
373 931 8
374 636 10
376 389 9
376 542 9
377 900 7
378 605 9
379 828 7
380 962 5
382 464 1
385 539 3
385 668 8
386 857 8
386 909 8
387 550 1
387 819 2
390 801 7
393 442 8
396 502 2
396 508 9
396 833 9
399 444 5
399 522 9
401 686 5
401 732 8
402 613 2
406 816 7
407 571 6
407 693 2
407 705 3
409 949 6
410 772 4
413 638 6
414 418 7
414 552 4
414 576 2
414 793 2
415 882 7
415 907 7
416 717 5
417 458 2
417 517 1
418 452 8
418 481 3
419 471 10
421 954 8
423 431 7
426 635 10
428 757 2
429 491 1
429 598 8
429 711 3
430 435 2
430 805 5
432 818 9
434 847 10
437 532 1
437 565 2
437 654 1
437 690 7
440 566 7
440 568 9
441 664 4
442 990 8
443 503 7
443 941 5
444 564 5
445 956 10
446 617 1
447 645 8
448 530 8
448 553 3
449 554 4
454 932 7
457 863 10
457 998 8
458 877 2
463 590 8
464 935 2
467 727 9
467 811 3
468 702 7
469 596 5
469 804 7
471 570 6
473 631 6
477 595 1
477 737 8
480 603 4
483 740 10
484 659 3
485 746 4
485 774 10
486 708 2
486 966 3
490 520 3
491 800 6
491 965 7
494 507 7
494 648 3
494 992 1
496 926 4
497 780 4
499 588 4
501 560 8
501 707 4
502 555 5
502 917 5
502 973 9
505 618 6
505 695 9
508 810 9
517 646 4
519 999 6
521 713 5
522 710 8
523 778 10
523 920 3
527 701 1
527 820 4
530 961 2
531 543 4
531 758 7
532 667 8
533 674 1
534 538 9
535 591 4
537 619 10
540 729 9
541 752 9
542 545 6
543 997 9
544 577 10
544 715 6
544 763 3
545 609 6
545 942 2
546 899 1
547 906 10
550 602 1
551 967 4
552 660 6
552 995 4
555 779 9
557 830 4
559 687 9
564 879 8
565 672 7
569 821 9
570 958 8
571 688 8
576 694 2
583 655 2
587 744 3
588 843 2
589 891 4
593 700 7
594 703 6
594 799 2
596 745 2
599 734 6
600 620 7
601 608 8
601 697 8
601 916 2
604 653 6
605 773 6
608 841 7
609 656 1
611 622 8
618 669 8
623 682 9
624 902 2
625 670 1
630 680 2
631 706 10
631 842 4
637 901 5
638 806 5
640 825 7
643 786 7
644 834 10
645 743 5
647 807 10
647 832 9
649 692 4
649 989 10
650 673 4
650 771 3
650 880 9
651 739 1
651 762 6
652 802 10
657 854 5
659 718 1
661 756 2
663 960 3
666 823 6
669 719 1
675 984 6
677 684 2
677 923 6
678 760 9
679 885 9
681 934 2
684 730 4
690 750 7
695 748 10
696 824 8
696 914 8
698 938 4
699 761 10
705 738 1
706 876 8
710 976 5
715 803 1
716 765 7
716 775 1
718 769 7
719 797 8
720 866 9
722 849 8
738 972 1
741 831 8
744 829 3
751 777 8
753 911 6
760 945 8
760 985 3
761 889 8
764 837 8
768 814 9
772 791 10
773 784 1
778 859 7
780 905 8
782 808 4
783 952 1
784 815 1
784 852 4
787 873 6
797 862 4
799 924 1
800 921 6
800 979 1
803 986 6
814 964 2
815 971 10
817 970 7
818 870 5
824 856 8
834 853 3
843 894 2
846 867 4
849 904 9
849 955 8
886 981 2
889 893 2
897 944 4
924 994 10
930 974 5
932 953 1
937 957 7
937 982 7
938 940 1
950 988 7
959 969 4
