10000 28500
78 810 4
78 617 8
79 512 5
79 821 5
79 571 8
80 992 1
80 897 5
80 732 7
81 767 3
81 644 6
81 892 9
82 581 7
82 684 8
82 672 2
83 525 5
83 739 3
83 747 2
84 525 9
84 600 7
84 692 8
85 929 5
85 854 4
85 678 6
86 893 5
86 536 6
86 506 9
87 590 2
87 671 4
87 526 1
88 958 1
88 625 4
88 693 4
89 953 7
89 701 8
89 732 8
90 684 6
90 824 7
90 835 8
91 564 3
91 736 4
91 785 7
92 728 4
92 608 7
92 990 7
93 823 4
93 806 3
93 930 9
94 719 8
94 588 10
94 849 9
95 751 7
95 679 5
95 672 10
96 810 1
96 598 10
96 653 3
97 588 6
97 793 6
97 943 2
98 833 10
98 872 9
98 861 4
99 984 6
99 735 3
99 568 6
100 940 6
100 910 4
100 1000 9
101 857 1
101 704 2
101 534 7
102 843 4
102 979 9
102 822 4
103 999 9
103 844 8
103 868 2
104 544 4
104 928 4
104 773 5
105 553 5
105 625 8
105 532 4
106 860 9
106 964 4
106 540 1
107 900 7
107 887 2
107 704 7
108 850 9
108 678 7
108 548 2
109 727 4
109 571 1
109 695 4
110 606 6
110 704 5
110 785 3
111 707 6
111 881 4
111 785 4
112 602 3
112 808 4
112 777 5
113 913 5
113 644 7
113 709 3
114 730 2
114 913 2
114 554 7
115 865 3
115 540 2
115 742 3
116 642 6
116 916 10
116 561 4
117 784 10
117 757 7
117 650 9
118 606 8
118 609 7
118 841 7
119 538 6
119 652 1
119 549 2
120 872 1
120 898 6
120 725 2
121 791 7
121 646 9
121 716 2
122 732 4
122 647 8
122 754 7
123 857 4
123 686 8
123 539 7
124 694 1
124 645 9
124 987 3
125 679 8
125 966 5
125 703 7
126 887 5
126 699 2
126 814 9
127 784 5
127 937 7
127 969 8
128 750 2
128 776 9
128 716 5
129 716 8
129 767 9
129 660 5
130 966 6
130 871 4
130 524 10
131 530 5
131 775 6
131 985 8
132 528 2
132 689 3
132 968 3
133 586 9
133 578 2
133 791 7
134 910 2
134 872 8
134 755 9
135 530 8
135 928 1
135 761 3
136 985 4
136 957 3
136 961 8
137 711 10
137 625 9
137 814 1
138 788 7
138 999 3
138 782 6
139 861 10
139 935 6
139 698 10
140 840 6
140 931 10
140 568 3
141 729 2
141 953 2
141 856 2
142 568 6
142 751 2
142 890 2
143 523 8
143 583 5
143 865 10
144 817 7
144 854 3
144 933 8
145 771 10
145 893 10
145 995 3
146 585 5
146 531 1
146 549 7
147 810 7
147 753 2
147 915 4
148 581 6
148 687 1
148 724 2
149 775 8
149 802 10
149 909 5
150 901 6
150 681 3
150 868 1
151 681 9
151 883 7
151 508 6
152 762 6
152 747 5
152 879 9
153 987 3
153 835 6
153 820 7
154 583 6
154 622 1
154 627 10
155 568 8
155 935 7
155 974 7
156 695 3
156 866 10
156 526 9
157 698 7
157 585 7
157 600 1
158 528 3
158 793 1
158 961 7
159 966 6
159 614 5
159 710 5
160 805 5
160 933 6
160 544 8
161 583 10
161 621 4
161 748 3
162 963 6
162 613 4
162 524 7
163 692 6
163 658 9
163 714 6
164 939 1
164 552 5
164 758 1
165 696 10
165 754 5
165 519 4
166 605 9
166 894 3
166 804 4
167 958 4
167 565 5
167 538 9
168 744 2
168 612 6
168 538 10
169 554 6
169 696 10
169 847 10
170 525 9
170 578 8
170 798 4
171 960 4
171 563 4
171 661 3
172 824 3
172 796 10
172 563 9
173 503 4
173 739 9
173 912 7
174 674 1
174 693 6
174 826 6
175 581 10
175 661 5
175 511 3
176 938 5
176 894 4
176 957 6
177 996 10
177 730 6
177 642 5
178 573 4
178 998 10
178 942 7
179 697 1
179 873 6
179 876 5
180 579 5
180 859 3
180 808 5
181 660 2
181 898 7
181 854 7
182 758 4
182 691 8
182 558 1
183 701 1
183 656 2
183 517 3
184 776 10
184 938 1
184 856 5
185 806 10
185 671 10
185 790 8
186 914 6
186 641 7
186 505 7
187 985 9
187 788 6
187 549 2
188 579 7
188 643 1
188 626 3
189 513 10
189 919 7
189 762 7
190 677 4
190 832 6
190 909 4
191 541 8
191 768 1
191 520 1
192 776 7
192 802 4
192 989 5
193 774 9
193 955 3
193 702 2
194 747 2
194 657 10
194 992 3
195 890 1
195 879 4
195 980 2
196 864 3
196 809 9
196 787 2
197 766 8
197 875 4
197 854 9
198 513 9
198 553 10
198 683 6
199 871 7
199 784 8
199 794 3
200 600 2
200 628 1
200 993 10
201 631 2
201 705 3
201 857 8
202 794 8
202 619 6
202 727 10
203 701 8
203 743 1
203 990 9
204 652 9
204 597 2
204 874 2
205 594 8
205 691 9
205 606 3
206 845 1
206 616 6
206 612 10
207 845 7
207 518 2
207 608 8
208 991 5
208 845 5
208 942 3
209 990 2
209 738 4
209 869 10
210 627 6
210 887 10
210 663 1
211 513 2
211 583 10
211 711 10
212 631 2
212 926 6
212 535 8
213 534 1
213 651 2
213 847 1
214 599 9
214 514 8
214 862 10
215 962 8
215 551 2
215 663 10
216 937 10
216 975 7
216 506 8
217 512 6
217 532 7
217 952 3
218 791 7
218 895 8
218 868 7
219 844 2
219 709 7
219 727 1
220 772 7
220 859 9
220 959 9
221 537 9
221 805 2
221 819 7
222 716 2
222 910 5
222 680 4
223 727 6
223 765 1
223 832 9
224 639 4
224 594 8
224 999 1
225 963 8
225 782 6
225 871 5
226 738 9
226 813 3
226 858 8
227 542 8
227 604 10
227 707 8
228 852 3
228 701 3
228 771 9
229 854 9
229 868 2
229 731 2
230 936 1
230 829 9
230 991 8
231 592 8
231 716 10
231 536 7
232 609 7
232 906 3
232 566 7
233 596 8
233 912 6
233 757 4
234 919 5
234 967 10
234 964 7
235 774 7
235 846 8
235 616 9
236 628 4
236 621 8
236 723 3
237 888 2
237 689 10
237 860 5
238 512 8
238 689 2
238 749 8
239 512 4
239 911 3
239 814 4
240 545 6
240 863 4
240 992 7
241 857 2
241 704 1
241 775 1
242 946 1
242 740 10
242 723 9
243 796 3
243 754 4
243 956 6
244 1000 7
244 938 7
244 913 3
245 916 3
245 907 8
245 585 7
246 893 5
246 931 7
246 805 5
247 698 3
247 809 6
247 975 3
248 597 4
248 645 3
248 529 5
249 502 9
249 866 4
249 737 6
250 738 10
250 939 3
250 928 7
251 520 10
251 646 10
251 775 8
252 829 10
252 589 7
252 513 4
253 842 9
253 810 10
253 618 9
254 658 9
254 663 2
254 928 1
255 883 3
255 654 2
255 740 3
256 871 7
256 742 9
256 910 1
257 817 9
257 680 7
257 961 1
258 634 7
258 673 8
258 816 1
259 655 6
259 566 2
259 718 5
260 974 6
260 603 2
260 679 6
261 823 6
261 801 10
261 692 9
262 949 3
262 577 4
262 731 3
263 876 2
263 569 2
263 512 7
264 897 6
264 788 7
264 701 3
265 712 6
265 602 6
265 601 8
266 716 8
266 834 2
266 582 1
267 939 6
267 622 6
267 724 2
268 647 1
268 969 9
268 514 6
269 746 4
269 1000 5
269 650 4
270 605 1
270 598 7
270 998 1
271 915 5
271 938 4
271 975 9
272 820 8
272 979 8
272 700 9
273 573 8
273 936 9
273 871 8
274 905 4
274 641 8
274 871 2
275 702 3
275 530 8
275 628 10
276 800 8
276 790 5
276 648 5
277 910 9
277 976 8
277 518 9
278 902 7
278 887 4
278 641 8
279 565 3
279 659 2
279 858 5
280 714 1
280 535 9
280 515 4
281 875 6
281 728 3
281 731 6
282 528 7
282 752 7
282 566 4
283 813 4
283 638 7
283 653 4
284 808 9
284 890 2
284 824 7
285 961 8
285 999 4
285 931 10
286 750 10
286 534 9
286 790 3
287 716 8
287 764 3
287 681 2
288 669 6
288 923 10
288 900 3
289 855 3
289 804 3
289 723 2
290 808 10
290 587 1
290 748 3
291 828 9
291 839 1
291 997 6
292 953 3
292 786 4
292 521 10
293 764 7
293 585 10
293 707 10
294 811 3
294 883 8
294 910 2
295 581 3
295 847 6
295 592 7
296 572 5
296 613 2
296 729 7
297 693 8
297 913 4
297 731 1
298 794 7
298 615 8
298 925 10
299 531 1
299 584 8
299 604 6
300 660 6
300 778 3
300 880 10
301 608 6
301 970 5
301 973 10
302 699 6
302 656 8
302 819 2
303 735 7
303 544 6
303 779 5
304 990 9
304 794 8
304 721 9
305 641 3
305 998 3
305 681 8
306 782 3
306 697 1
306 842 7
307 865 8
307 961 2
307 763 2
308 817 2
308 512 2
308 581 3
309 570 3
309 880 9
309 541 5
310 568 5
310 558 9
310 674 10
311 612 5
311 624 5
311 700 6
312 898 9
312 850 8
312 714 9
313 832 3
313 830 3
313 713 10
314 828 4
314 804 7
314 789 7
315 611 7
315 890 1
315 794 1
316 772 3
316 925 10
316 797 6
317 690 10
317 616 8
317 655 10
318 893 9
318 624 8
318 968 5
319 610 10
319 641 10
319 942 10
320 628 10
320 665 7
320 985 1
321 803 9
321 681 6
321 867 3
322 858 3
322 596 10
322 936 2
323 876 5
323 816 1
323 504 3
324 802 7
324 995 10
324 528 1
325 828 4
325 960 8
325 966 3
326 841 6
326 903 3
326 842 9
327 614 6
327 831 5
327 569 6
328 748 6
328 572 5
328 920 2
329 558 4
329 598 1
329 984 9
330 524 9
330 514 7
330 660 2
331 673 6
331 714 3
331 698 6
332 551 6
332 666 5
332 665 7
333 689 8
333 941 4
333 947 2
334 850 6
334 826 7
334 617 4
335 710 2
335 818 3
335 899 1
336 656 9
336 836 9
336 600 6
337 980 7
337 619 4
337 519 9
338 531 6
338 755 5
338 860 6
339 645 8
339 803 5
339 646 10
340 997 2
340 697 4
340 739 2
341 725 7
341 636 5
341 672 8
342 883 10
342 935 5
342 889 6
343 837 5
343 994 1
343 966 5
344 970 7
344 609 1
344 954 2
345 805 7
345 675 2
345 801 9
346 541 3
346 874 2
346 957 1
347 997 3
347 554 5
347 965 6
348 655 1
348 614 10
348 634 4
349 530 5
349 813 1
349 722 8
350 899 10
350 586 3
350 644 1
351 698 5
351 769 6
351 673 2
352 837 10
352 730 2
352 738 9
353 918 4
353 662 10
353 755 9
354 955 5
354 931 1
354 585 8
355 743 7
355 828 2
355 916 3
356 678 6
356 945 2
356 600 10
357 871 8
357 766 6
357 861 9
358 748 3
358 903 3
358 810 1
359 528 2
359 649 8
359 534 4
360 530 6
360 531 4
360 1000 1
361 922 6
361 737 4
361 727 8
362 673 1
362 555 5
362 688 5
363 631 9
363 614 10
363 620 5
364 574 1
364 894 2
364 798 5
365 792 3
365 914 4
365 673 8
366 965 4
366 754 10
366 596 8
367 558 8
367 890 5
367 921 9
368 788 10
368 972 7
368 797 7
369 584 6
369 978 8
369 807 9
370 681 1
370 920 4
370 837 9
371 533 3
371 711 2
371 559 9
372 660 8
372 952 8
372 690 3
373 732 5
373 533 6
373 576 2
374 649 3
374 826 1
374 801 7
375 553 3
375 907 8
375 690 2
376 528 6
376 878 1
376 512 1
377 604 3
377 569 6
377 948 6
378 511 9
378 746 7
378 644 7
379 939 7
379 675 1
379 769 3
380 894 9
380 790 10
380 808 5
381 528 7
381 856 3
381 868 9
382 593 6
382 556 10
382 737 5
383 658 4
383 816 2
383 840 6
384 591 2
384 529 9
384 741 7
385 862 2
385 776 5
385 996 2
386 999 3
386 593 1
386 636 4
387 865 2
387 962 3
387 908 2
388 589 8
388 983 8
388 600 8
389 576 10
389 693 6
389 917 4
390 992 7
390 552 4
390 695 1
391 917 5
391 653 10
391 983 3
392 559 9
392 824 7
392 916 5
393 672 1
393 918 9
393 686 3
394 720 7
394 609 9
394 526 1
395 578 7
395 946 10
395 584 8
396 521 6
396 889 9
396 865 7
397 612 7
397 598 4
397 855 2
398 794 6
398 920 4
398 931 7
399 728 3
399 761 8
399 817 8
400 933 4
400 843 6
400 659 6
401 702 8
401 950 9
401 684 1
402 837 6
402 650 6
402 775 8
403 840 7
403 542 3
403 971 1
404 686 6
404 816 1
404 856 9
405 898 10
405 534 9
405 626 7
406 530 7
406 672 6
406 793 10
407 814 2
407 571 7
407 611 7
408 606 8
408 704 8
408 733 1
409 811 8
409 994 7
409 917 8
410 875 2
410 675 6
410 664 1
411 908 1
411 867 9
411 770 1
412 715 6
412 900 2
412 719 2
413 769 7
413 659 3
413 711 10
414 546 5
414 641 4
414 537 10
415 594 4
415 865 7
415 668 10
416 904 4
416 934 10
416 586 5
417 749 10
417 771 5
417 846 10
418 914 5
418 757 8
418 567 2
419 664 2
419 941 10
419 677 3
420 642 1
420 973 10
420 819 10
421 828 5
421 806 10
421 716 5
422 699 2
422 697 3
422 870 7
423 623 8
423 567 3
423 678 6
424 544 2
424 512 10
424 527 8
425 575 4
425 858 1
425 513 7
426 867 5
426 518 1
426 759 9
427 797 8
427 815 3
427 937 6
428 829 10
428 554 4
428 575 4
429 718 3
429 760 6
429 910 9
430 588 4
430 811 5
430 785 6
431 519 6
431 539 7
431 580 5
432 944 10
432 608 4
432 624 1
433 701 2
433 890 6
433 746 2
434 962 2
434 949 6
434 874 1
435 593 5
435 753 5
435 717 8
436 523 3
436 577 7
436 849 2
437 837 7
437 553 2
437 965 9
438 836 5
438 621 1
438 507 9
439 844 10
439 506 3
439 758 1
440 576 9
440 792 2
440 744 6
441 633 10
441 812 6
441 557 1
442 627 5
442 825 3
442 811 10
443 673 4
443 529 7
443 551 5
444 590 8
444 560 7
444 907 5
445 659 7
445 944 3
445 630 10
446 848 10
446 857 8
446 519 1
447 754 4
447 905 6
447 516 9
448 808 1
448 548 3
448 784 4
449 614 2
449 901 2
449 861 3
450 767 10
450 817 10
450 698 5
451 932 9
451 559 7
451 945 1
452 524 2
452 719 8
452 932 2
453 633 3
453 634 6
453 691 3
454 539 8
454 515 9
454 862 4
455 847 8
455 879 9
455 728 3
456 955 7
456 773 4
456 561 3
457 943 9
457 952 2
457 561 7
458 658 10
458 672 1
458 870 2
459 1000 4
459 909 7
459 933 1
460 626 3
460 690 10
460 688 5
461 849 4
461 517 6
461 823 7
462 501 4
462 556 8
462 539 4
463 714 1
463 987 1
463 945 7
464 854 6
464 920 4
464 720 7
465 536 10
465 535 6
465 617 10
466 581 9
466 896 5
466 938 4
467 677 9
467 686 3
467 681 10
468 711 9
468 566 2
468 946 4
469 957 9
469 796 5
469 745 6
470 615 5
470 572 7
470 678 1
471 849 3
471 872 1
471 636 1
472 802 1
472 794 7
472 846 2
473 629 2
473 801 4
473 976 6
474 518 3
474 812 5
474 875 3
475 987 4
475 811 4
475 804 3
476 649 3
476 567 3
476 856 2
477 799 3
477 513 1
477 771 9
478 725 7
478 715 8
478 849 8
479 685 10
479 860 10
479 683 10
480 610 2
480 950 3
480 685 6
481 908 5
481 666 9
481 541 4
482 593 7
482 683 7
482 967 6
483 804 10
483 686 7
483 784 5
484 950 1
484 911 8
484 828 10
485 906 7
485 896 6
485 778 8
486 624 7
486 704 10
486 831 5
487 771 5
487 827 10
487 661 2
488 554 9
488 643 5
488 693 3
489 693 9
489 648 6
489 630 7
490 721 8
490 567 1
490 519 6
491 970 2
491 854 2
491 509 3
492 761 2
492 544 10
492 842 5
493 882 3
493 880 7
493 956 10
494 690 4
494 807 3
494 628 1
495 568 8
495 939 7
495 767 7
496 740 3
496 563 8
496 631 9
497 725 7
497 804 10
497 636 6
498 865 1
498 815 10
498 587 2
499 931 3
499 533 10
499 944 6
500 509 1
500 767 7
500 891 10
501 1483 3
501 1497 10
501 1455 9
502 1294 9
502 1297 4
502 1143 2
503 1379 7
503 1129 9
503 1378 4
504 1094 4
504 1103 1
504 1444 10
505 1315 1
505 1282 9
505 1357 10
506 1413 1
506 1148 7
506 1051 3
507 1072 6
507 1413 9
507 1197 10
508 1418 7
508 1217 5
508 1134 5
509 1237 9
509 1207 2
509 1016 1
510 1381 3
510 1085 7
510 1298 4
511 1181 10
511 1358 8
511 1075 8
512 1317 9
512 1251 2
512 1302 9
513 1441 4
513 1063 10
513 1259 4
514 1031 1
514 1009 1
514 1369 6
515 1335 7
515 1263 7
515 1445 10
516 1484 5
516 1427 4
516 1014 6
517 1111 2
517 1241 7
517 1446 9
518 1061 3
518 1176 9
518 1403 1
519 1202 4
519 1237 2
519 1470 10
520 1010 1
520 1192 1
520 1303 5
521 1127 2
521 1108 5
521 1345 5
522 1488 3
522 1424 7
522 1238 8
523 1169 4
523 1233 9
523 1221 8
524 1033 6
524 1187 7
524 1243 8
525 1280 5
525 1166 4
525 1491 10
526 1178 10
526 1372 7
526 1421 6
527 1384 10
527 1183 4
527 1148 7
528 1052 9
528 1408 8
528 1350 3
529 1008 2
529 1061 2
529 1495 2
530 1306 9
530 1404 10
530 1155 7
531 1226 1
531 1123 3
531 1382 5
532 1092 4
532 1295 7
532 1491 10
533 1187 7
533 1336 10
533 1320 6
534 1115 2
534 1177 2
534 1395 3
535 1228 3
535 1154 9
535 1485 10
536 1047 4
536 1366 10
536 1193 9
537 1139 9
537 1145 6
537 1303 4
538 1298 5
538 1243 4
538 1149 2
539 1306 8
539 1227 3
539 1021 2
540 1298 4
540 1092 1
540 1472 10
541 1191 10
541 1474 9
541 1337 8
542 1062 4
542 1245 10
542 1371 3
543 1473 4
543 1273 5
543 1458 3
544 1485 2
544 1053 9
544 1496 9
545 1278 6
545 1367 1
545 1024 2
546 1118 8
546 1086 7
546 1068 6
547 1060 7
547 1188 7
547 1437 5
548 1436 7
548 1336 5
548 1067 10
549 1489 8
549 1451 10
549 1478 1
550 1045 5
550 1033 10
550 1450 10
551 1076 8
551 1037 8
551 1161 6
552 1494 6
552 1134 8
552 1496 1
553 1258 3
553 1060 2
553 1125 9
554 1191 6
554 1320 4
554 1483 1
555 1047 10
555 1030 10
555 1133 5
556 1019 1
556 1053 10
556 1181 9
557 1260 4
557 1353 3
557 1302 6
558 1315 3
558 1109 3
558 1304 4
559 1022 4
559 1335 5
559 1068 5
560 1291 7
560 1386 4
560 1247 2
561 1049 6
561 1016 3
561 1071 1
562 1309 9
562 1466 10
562 1264 2
563 1483 3
563 1130 9
563 1114 10
564 1228 9
564 1011 5
564 1328 9
565 1029 1
565 1458 3
565 1135 6
566 1174 8
566 1079 5
566 1241 4
567 1314 10
567 1298 8
567 1116 6
568 1265 8
568 1241 10
568 1373 9
569 1493 6
569 1268 3
569 1017 1
570 1341 9
570 1107 1
570 1228 9
571 1036 9
571 1289 6
571 1109 1
572 1364 9
572 1023 9
572 1038 9
573 1230 6
573 1202 10
573 1013 7
574 1312 6
574 1437 5
574 1140 8
575 1015 6
575 1232 8
575 1186 10
576 1413 7
576 1051 4
576 1457 9
577 1474 2
577 1080 2
577 1414 1
578 1030 7
578 1139 2
578 1429 1
579 1141 6
579 1311 4
579 1405 8
580 1258 8
580 1202 8
580 1276 2
581 1439 10
581 1211 6
581 1027 8
582 1266 10
582 1319 8
582 1431 4
583 1071 9
583 1100 9
583 1115 8
584 1105 6
584 1172 4
584 1059 3
585 1047 4
585 1280 4
585 1100 1
586 1025 7
586 1143 1
586 1475 8
587 1266 6
587 1342 9
587 1280 10
588 1346 6
588 1310 4
588 1168 6
589 1466 1
589 1152 3
589 1198 6
590 1212 10
590 1421 3
590 1337 1
591 1320 8
591 1038 5
591 1420 7
592 1427 5
592 1149 1
592 1315 10
593 1418 9
593 1020 5
593 1162 1
594 1268 4
594 1260 7
594 1047 9
595 1261 2
595 1083 7
595 1307 3
596 1385 2
596 1008 3
596 1085 3
597 1482 3
597 1070 5
597 1459 3
598 1453 5
598 1258 6
598 1330 10
599 1192 9
599 1383 2
599 1016 6
600 1152 8
600 1317 2
600 1102 10
601 1166 8
601 1340 1
601 1460 6
602 1366 9
602 1276 9
602 1427 4
603 1105 10
603 1264 1
603 1118 6
604 1417 2
604 1337 8
604 1495 8
605 1066 7
605 1447 8
605 1301 3
606 1025 5
606 1255 1
606 1187 8
607 1126 6
607 1345 1
607 1353 6
608 1411 1
608 1410 2
608 1471 4
609 1456 3
609 1210 2
609 1469 3
610 1086 5
610 1421 8
610 1244 10
611 1460 5
611 1447 3
611 1449 4
612 1058 2
612 1378 3
612 1073 8
613 1367 7
613 1033 8
613 1288 7
614 1149 2
614 1330 6
614 1244 7
615 1288 1
615 1447 5
615 1290 8
616 1284 8
616 1111 3
616 1426 7
617 1377 9
617 1111 2
617 1339 4
618 1385 5
618 1039 3
618 1205 1
619 1005 3
619 1437 2
619 1108 10
620 1382 4
620 1394 2
620 1493 9
621 1436 5
621 1452 7
621 1364 3
622 1185 9
622 1101 2
622 1098 2
623 1184 6
623 1361 8
623 1067 2
624 1270 8
624 1441 5
624 1171 7
625 1308 1
625 1150 10
625 1005 10
626 1456 4
626 1497 5
626 1063 9
627 1442 4
627 1412 3
627 1491 1
628 1095 8
628 1241 7
628 1485 8
629 1494 5
629 1469 3
629 1274 2
630 1490 4
630 1140 3
630 1091 5
631 1222 10
631 1215 3
631 1154 4
632 1456 1
632 1010 3
632 1317 9
633 1021 1
633 1401 6
633 1015 1
634 1431 9
634 1263 3
634 1016 2
635 1306 3
635 1130 7
635 1356 8
636 1212 4
636 1106 4
636 1464 7
637 1411 4
637 1387 8
637 1117 8
638 1185 1
638 1317 7
638 1162 1
639 1323 6
639 1248 10
639 1011 5
640 1416 2
640 1471 9
640 1094 8
641 1188 7
641 1305 8
641 1192 2
642 1427 1
642 1019 6
642 1454 8
643 1140 10
643 1112 1
643 1155 4
644 1052 9
644 1269 7
644 1375 4
645 1145 7
645 1184 6
645 1168 7
646 1247 5
646 1029 8
646 1436 3
647 1131 7
647 1134 2
647 1430 4
648 1313 8
648 1259 1
648 1031 1
649 1147 10
649 1240 10
649 1003 4
650 1401 8
650 1006 9
650 1497 1
651 1498 9
651 1141 2
651 1391 9
652 1292 1
652 1163 2
652 1208 3
653 1425 6
653 1358 6
653 1450 3
654 1070 3
654 1014 2
654 1102 6
655 1394 4
655 1470 4
655 1245 1
656 1478 10
656 1146 4
656 1241 1
657 1105 9
657 1383 10
657 1364 10
658 1069 4
658 1254 4
658 1094 1
659 1205 4
659 1166 1
659 1336 7
660 1316 1
660 1130 4
660 1349 6
661 1045 1
661 1188 1
661 1126 7
662 1043 3
662 1180 2
662 1199 9
663 1469 2
663 1230 1
663 1486 9
664 1216 9
664 1115 2
664 1160 5
665 1268 3
665 1052 2
665 1200 8
666 1346 8
666 1052 8
666 1202 4
667 1389 4
667 1231 6
667 1485 9
668 1244 3
668 1021 8
668 1440 8
669 1399 9
669 1205 5
669 1083 7
670 1222 6
670 1052 7
670 1161 6
671 1131 6
671 1484 5
671 1092 4
672 1201 7
672 1120 6
672 1012 4
673 1134 2
673 1458 8
673 1248 9
674 1341 5
674 1228 9
674 1078 4
675 1500 2
675 1019 8
675 1413 10
676 1030 2
676 1050 9
676 1216 3
677 1295 1
677 1241 4
677 1275 3
678 1460 1
678 1104 6
678 1210 3
679 1462 1
679 1253 2
679 1141 8
680 1288 2
680 1455 8
680 1128 1
681 1170 6
681 1483 5
681 1479 5
682 1254 4
682 1360 2
682 1064 5
683 1261 8
683 1200 3
683 1469 10
684 1033 2
684 1106 2
684 1091 4
685 1246 3
685 1198 1
685 1302 1
686 1114 6
686 1318 7
686 1334 4
687 1185 1
687 1346 4
687 1291 2
688 1233 2
688 1039 2
688 1400 7
689 1334 5
689 1422 1
689 1445 8
690 1319 9
690 1484 2
690 1421 8
691 1079 3
691 1296 7
691 1017 7
692 1410 10
692 1280 9
692 1255 1
693 1048 7
693 1282 8
693 1206 7
694 1271 4
694 1109 6
694 1309 10
695 1141 4
695 1128 3
695 1392 5
696 1019 1
696 1415 7
696 1289 5
697 1362 7
697 1191 1
697 1309 5
698 1369 3
698 1247 9
698 1283 4
699 1274 10
699 1002 3
699 1433 6
700 1042 10
700 1194 6
700 1200 10
701 1058 3
701 1206 2
701 1327 5
702 1497 7
702 1114 2
702 1417 2
703 1433 6
703 1328 7
703 1416 6
704 1223 4
704 1194 1
704 1282 6
705 1168 5
705 1114 1
705 1034 10
706 1284 10
706 1304 4
706 1471 3
707 1177 3
707 1396 10
707 1217 9
708 1082 4
708 1076 5
708 1116 2
709 1269 8
709 1387 4
709 1187 2
710 1133 1
710 1487 10
710 1123 4
711 1308 7
711 1500 7
711 1331 9
712 1450 5
712 1053 10
712 1204 5
713 1295 4
713 1462 1
713 1260 3
714 1022 10
714 1437 3
714 1064 3
715 1438 9
715 1261 1
715 1345 10
716 1158 2
716 1374 2
716 1229 9
717 1384 4
717 1017 7
717 1366 1
718 1498 7
718 1056 9
718 1248 10
719 1091 7
719 1093 9
719 1126 7
720 1013 2
720 1352 10
720 1481 5
721 1470 9
721 1307 8
721 1405 4
722 1165 5
722 1471 3
722 1198 3
723 1244 4
723 1499 7
723 1358 2
724 1391 9
724 1336 4
724 1405 6
725 1101 1
725 1223 1
725 1154 4
726 1072 3
726 1434 1
726 1270 5
727 1030 5
727 1144 8
727 1463 9
728 1422 1
728 1315 2
728 1390 5
729 1441 3
729 1164 9
729 1198 2
730 1077 5
730 1257 4
730 1123 2
731 1212 2
731 1339 2
731 1316 4
732 1233 6
732 1388 3
732 1344 2
733 1119 5
733 1484 3
733 1414 1
734 1282 7
734 1410 6
734 1147 1
735 1075 6
735 1087 7
735 1236 1
736 1031 5
736 1192 7
736 1270 2
737 1287 9
737 1129 4
737 1361 6
